[48.0, 16.0, 3.0, 21.0, 15.0, 16.0, 16.0, 13.0, 16.0, 12.0, 11.0, 15.0, 18.0, 16.0, 15.0, 16.0, 16.0, 16.0, 16.0, 16.0, 17.0, 9.0, 16.0, 5.0, 25.0, 16.0, 15.0, 59.0, 15.0, 29.0, 4.0, 15.0, 17.0, 0.0, 0.0, 22.0, 54.0, 3.0, 14.0, 22.0, 29.0, 1.0, 13.0, 11.0, 22.0, 9.0, 14.0, 19.0, 22.0, -5.0, 1.0, 0.0, 2.0, -1.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0]
[48.0, 16.0, 5.0, 23.0, 16.0, 17.0, 16.0, 13.0, 16.0, 13.0, 15.0, 16.0, 17.0, 16.0, 16.0, 15.0, 15.0, 15.0, 17.0, 16.0, 16.0, 8.0, 16.0, 4.0, 24.0, 16.0, 15.0, 59.0, 16.0, 29.0, 5.0, 15.0, 16.0, 0.0, 0.0, 27.0, 54.0, 8.0, 14.0, 22.0, 29.0, 6.0, 13.0, 11.0, 22.0, 9.0, 14.0, 19.0, 22.0, 0.0, 1.0, 0.0, 2.0, -1.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0]
[48.0, 16.0, 5.0, 23.0, 16.0, 17.0, 16.0, 13.0, 16.0, 13.0, 15.0, 16.0, 17.0, 16.0, 16.0, 15.0, 15.0, 15.0, 17.0, 16.0, 16.0, 8.0, 16.0, 4.0, 24.0, 16.0, 15.0, 59.0, 16.0, 29.0, 5.0, 15.0, 16.0, 0.0, 0.0, 27.0, 54.0, 8.0, 14.0, 22.0, 29.0, 6.0, 13.0, 11.0, 22.0, 9.0, 14.0, 19.0, 22.0, 0.0, 1.0, 0.0, 2.0, -1.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0]
[47.0, 15.0, 4.0, 22.0, 15.0, 17.0, 15.0, 14.0, 16.0, 10.0, 13.0, 15.0, 17.0, 15.0, 16.0, 15.0, 16.0, 16.0, 15.0, 15.0, 18.0, 9.0, 15.0, 6.0, 25.0, 15.0, 16.0, 59.0, 16.0, 28.0, 3.0, 16.0, 15.0, 0.0, 0.0, 22.0, 54.0, 3.0, 14.0, 22.0, 29.0, 1.0, 13.0, 11.0, 22.0, 9.0, 14.0, 19.0, 22.0, -5.0, 1.0, 0.0, 2.0, -1.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0]
[48.0, 15.0, 3.0, 20.0, 15.0, 16.0, 16.0, 13.0, 16.0, 11.0, 10.0, 15.0, 18.0, 16.0, 16.0, 16.0, 15.0, 16.0, 16.0, 16.0, 16.0, 9.0, 16.0, 5.0, 25.0, 16.0, 15.0, 58.0, 15.0, 29.0, 3.0, 15.0, 17.0, 0.0, 0.0, 21.0, 54.0, 2.0, 14.0, 22.0, 29.0, 0.0, 13.0, 11.0, 22.0, 9.0, 14.0, 19.0, 22.0, -6.0, 1.0, 0.0, 2.0, -1.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0]
[47.0, 16.0, 5.0, 24.0, 16.0, 16.0, 16.0, 13.0, 16.0, 11.0, 14.0, 16.0, 17.0, 16.0, 16.0, 15.0, 16.0, 16.0, 15.0, 16.0, 18.0, 7.0, 16.0, 5.0, 25.0, 16.0, 15.0, 61.0, 15.0, 29.0, 3.0, 15.0, 17.0, 0.0, 0.0, 25.0, 54.0, 6.0, 14.0, 22.0, 29.0, 4.0, 13.0, 11.0, 22.0, 9.0, 14.0, 19.0, 22.0, -2.0, 1.0, 0.0, 2.0, -1.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0]
[59.0, 15.0, 7.0, 7.0, 15.0, 16.0, 15.0, 16.0, 16.0, 10.0, 9.0, 15.0, 16.0, 17.0, 16.0, 15.0, 15.0, 15.0, 15.0, 16.0, 12.0, 28.0, 16.0, 12.0, 11.0, 15.0, 16.0, 38.0, 15.0, 21.0, 22.0, 16.0, 15.0, 0.0, 0.0, 23.0, 59.0, 6.0, 9.0, 20.0, 22.0, -2.0, 8.0, 9.0, 15.0, 9.0, 14.0, 19.0, 22.0, -3.0, -2.0, 0.0, 5.0, -4.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, -1.0, -3.0, 0.0, -1.0, -1.0, -1.0, -3.0, -2.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0]
[59.0, 15.0, 13.0, 13.0, 15.0, 16.0, 16.0, 16.0, 15.0, 7.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 15.0, 16.0, 16.0, 15.0, 14.0, 28.0, 16.0, 18.0, 17.0, 16.0, 16.0, 37.0, 16.0, 12.0, 13.0, 16.0, 15.0, 0.0, 0.0, 21.0, 54.0, 2.0, 14.0, 22.0, 29.0, 0.0, 13.0, 11.0, 22.0, 9.0, 14.0, 19.0, 22.0, -6.0, 1.0, 0.0, 2.0, -1.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0]
[58.0, 16.0, 10.0, 6.0, 15.0, 18.0, 15.0, 13.0, 16.0, 11.0, 9.0, 15.0, 18.0, 17.0, 16.0, 16.0, 16.0, 14.0, 14.0, 16.0, 11.0, 28.0, 16.0, 12.0, 12.0, 15.0, 16.0, 38.0, 15.0, 21.0, 22.0, 16.0, 14.0, 0.0, 0.0, 22.0, 54.0, 3.0, 14.0, 22.0, 29.0, 1.0, 13.0, 11.0, 22.0, 9.0, 14.0, 19.0, 22.0, -5.0, 1.0, 0.0, 2.0, -1.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0]
[59.0, 15.0, 14.0, 10.0, 14.0, 17.0, 15.0, 14.0, 16.0, 15.0, 11.0, 15.0, 17.0, 16.0, 16.0, 16.0, 16.0, 15.0, 14.0, 16.0, 15.0, 28.0, 16.0, 12.0, 12.0, 15.0, 16.0, 37.0, 15.0, 20.0, 22.0, 16.0, 15.0, 0.0, 0.0, 25.0, 54.0, 6.0, 14.0, 22.0, 29.0, 4.0, 13.0, 11.0, 22.0, 9.0, 14.0, 19.0, 22.0, -2.0, 1.0, 0.0, 2.0, -1.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0]
